Time,Packets Lost,rxBytes,rxPackets,txBytes,txPackets
700,55,4347388,11092,4404620,11092
701,55,4353660,11108,4410892,11108
702,55,4359932,11124,4417164,11124
703,55,4365812,11139,4423436,11139
704,55,4372084,11155,4429708,11155
705,55,4378356,11171,4435980,11171
706,55,4384628,11187,4442252,11187
707,55,4390900,11203,4448524,11203
708,55,4397172,11219,4454796,11219
709,55,4403444,11235,4460676,11235
710,55,4409716,11251,4466948,11251
711,55,4415596,11266,4473220,11266
712,55,4421868,11282,4479492,11282
713,55,4428140,11298,4485764,11298
714,55,4434412,11314,4492036,11314
715,55,4440684,11330,4498308,11330
716,55,4446956,11346,4504580,11346
717,55,4453228,11362,4510852,11362
718,55,4459108,11377,4517124,11377
719,55,4465380,11393,4523396,11393
720,55,4471652,11409,4529668,11409
721,55,4477924,11425,4535940,11425
722,55,4484196,11441,4542212,11441
723,55,4490468,11457,4548484,11457
724,55,4496740,11473,4554364,11473
725,55,4502620,11488,4560636,11488
726,55,4508892,11504,4566908,11504
727,55,4515164,11520,4573180,11520
728,55,4521436,11536,4579452,11536
729,55,4527708,11552,4585724,11552
730,55,4533980,11568,4591996,11568
731,55,4540252,11584,4598268,11584
732,55,4546524,11600,4604540,11600
733,55,4552404,11615,4610812,11615
734,55,4558676,11631,4617084,11631
735,55,4564948,11647,4623356,11647
736,55,4571220,11663,4629628,11663
737,55,4577492,11679,4635900,11679
738,55,4583764,11695,4641780,11695
739,55,4590036,11711,4648052,11711
740,55,4595916,11726,4654324,11726
741,55,4602188,11742,4660596,11742
742,55,4608460,11758,4666868,11758
743,55,4614732,11774,4673140,11774
744,55,4621004,11790,4679412,11790
745,55,4627276,11806,4685684,11806
746,55,4633548,11822,4691956,11822
747,55,4639428,11837,4698228,11837
748,55,4645700,11853,4704500,11853
749,55,4651972,11869,4710772,11869
750,55,4658244,11885,4717044,11885
751,55,4664516,11901,4723316,11901
752,55,4670788,11917,4729980,11917
753,55,4677060,11933,4735468,11933
754,55,4682940,11948,4741740,11948
755,55,4689212,11964,4748012,11964
756,55,4695484,11980,4754284,11980
757,55,4701756,11996,4760556,11996
758,55,4708028,12012,4766828,12012
759,55,4714300,12028,4773100,12028
760,55,4720572,12044,4779372,12044
761,55,4726844,12060,4785644,12060
762,55,4732724,12075,4791916,12075
763,55,4738996,12091,4798188,12091
764,55,4745268,12107,4804460,12107
765,55,4751540,12123,4810732,12123
766,55,4757812,12139,4817396,12139
767,55,4764084,12155,4823668,12155
768,55,4770356,12171,4829156,12171
769,55,4776236,12186,4835428,12186
770,55,4782508,12202,4841700,12202
771,55,4788780,12218,4847972,12218
772,55,4795052,12234,4854244,12234
773,55,4801324,12250,4860516,12250
774,55,4807596,12266,4866788,12266
775,55,4813868,12282,4873060,12282
776,55,4819748,12297,4879332,12297
777,55,4826020,12313,4885604,12313
778,55,4832292,12329,4891876,12329
779,55,4838564,12345,4898148,12345
780,55,4844836,12361,4904420,12361
781,55,4851108,12377,4911084,12377
782,55,4857380,12393,4916572,12393
783,55,4863652,12409,4922844,12409
784,55,4869532,12424,4929116,12424
785,55,4875804,12440,4935388,12440
786,55,4882076,12456,4941660,12456
787,55,4888348,12472,4947932,12472
788,55,4894620,12488,4954204,12488
789,55,4900892,12504,4960476,12504
790,55,4907164,12520,4966748,12520
